timestamp,symbol,open,high,low,close,volume
2026-08-31 09:30:00,MSFT,453.11,453.30,452.61,453.18,1666187
2026-08-31 10:00:00,MSFT,453.18,455.20,448.56,448.57,405813
2026-08-31 10:30:00,MSFT,448.57,449.23,444.54,445.98,277766
2026-08-31 11:00:00,MSFT,445.98,451.15,445.56,449.68,178908
2026-08-31 11:30:00,MSFT,449.68,451.73,447.15,451.58,295364
2026-08-31 12:00:00,MSFT,451.58,457.74,450.80,454.95,449742
2026-08-31 12:30:00,MSFT,454.95,458.03,451.85,457.14,421845
2026-08-31 13:00:00,MSFT,457.14,459.18,456.66,456.91,99408
2026-08-31 13:30:00,MSFT,456.91,464.85,456.51,461.57,310847
2026-08-31 14:00:00,MSFT,461.57,465.85,459.28,462.68,88046
2026-08-31 14:30:00,MSFT,462.68,464.48,461.74,462.32,326148
2026-08-31 15:00:00,MSFT,462.32,462.59,459.83,461.20,406767
2026-08-31 15:30:00,MSFT,461.20,463.61,457.93,460.00,809543
2026-08-31 16:00:00,MSFT,460.00,461.13,455.07,456.12,1473300
2026-09-01 09:30:00,MSFT,457.10,459.36,455.67,456.71,1052677
2026-09-01 10:00:00,MSFT,456.71,461.01,455.98,460.96,914532
2026-09-01 10:30:00,MSFT,460.96,461.75,460.18,461.52,167223
2026-09-01 11:00:00,MSFT,461.52,465.13,456.69,459.72,233809
2026-09-01 11:30:00,MSFT,459.72,462.29,458.26,461.10,208029
2026-09-01 12:00:00,MSFT,461.10,461.55,457.70,457.98,121402
2026-09-01 12:30:00,MSFT,457.98,459.32,455.49,456.59,438159
2026-09-01 13:00:00,MSFT,456.59,460.88,455.37,457.00,213157
2026-09-01 13:30:00,MSFT,457.00,461.82,456.34,459.28,323926
2026-09-01 14:00:00,MSFT,459.28,464.02,458.24,462.46,261175
2026-09-01 14:30:00,MSFT,462.46,466.35,462.34,464.85,302460
2026-09-01 15:00:00,MSFT,464.85,466.69,461.70,463.91,333340
2026-09-01 15:30:00,MSFT,463.91,474.68,462.82,473.28,626395
2026-09-01 16:00:00,MSFT,473.28,475.87,464.71,466.10,1280064
2026-09-02 09:30:00,MSFT,477.21,479.55,475.59,476.78,552853
2026-09-02 10:00:00,MSFT,476.78,479.35,471.29,472.89,550096
2026-09-02 10:30:00,MSFT,472.89,474.59,472.48,473.29,179683
2026-09-02 11:00:00,MSFT,473.29,475.28,469.77,471.65,425600
2026-09-02 11:30:00,MSFT,471.65,472.54,469.06,471.15,100668
2026-09-02 12:00:00,MSFT,471.15,474.04,469.33,473.33,383863
2026-09-02 12:30:00,MSFT,473.33,474.06,471.15,472.51,297843
2026-09-02 13:00:00,MSFT,472.51,472.95,470.50,471.36,362805
2026-09-02 13:30:00,MSFT,471.36,474.44,469.91,473.22,166268
2026-09-02 14:00:00,MSFT,473.22,473.44,469.82,473.29,332627
2026-09-02 14:30:00,MSFT,473.29,475.83,471.03,475.52,325540
2026-09-02 15:00:00,MSFT,475.52,476.50,471.95,472.18,198287
