timestamp,symbol,open,high,low,close,volume
2026-08-31 09:30:00,NVDA,123.85,128.03,122.72,126.54,975557
2026-08-31 10:00:00,NVDA,126.54,130.04,126.33,127.72,894274
2026-08-31 10:30:00,NVDA,127.72,130.84,127.48,129.69,168413
2026-08-31 11:00:00,NVDA,129.69,130.41,127.48,128.14,397267
2026-08-31 11:30:00,NVDA,128.14,131.09,126.23,129.90,101597
2026-08-31 12:00:00,NVDA,129.90,130.29,128.53,130.08,382394
2026-08-31 12:30:00,NVDA,130.08,130.74,129.39,130.68,379964
2026-08-31 13:00:00,NVDA,130.68,131.40,127.54,128.93,231871
2026-08-31 13:30:00,NVDA,128.93,129.51,128.27,128.98,208386
2026-08-31 14:00:00,NVDA,128.98,131.16,128.87,129.73,111411
2026-08-31 14:30:00,NVDA,129.73,130.86,128.86,130.29,323501
2026-08-31 15:00:00,NVDA,130.29,132.19,129.68,130.87,261073
2026-08-31 15:30:00,NVDA,130.87,133.55,130.79,133.01,638539
2026-08-31 16:00:00,NVDA,133.01,133.06,132.32,132.35,1392871
2026-09-01 09:30:00,NVDA,133.61,134.10,133.35,133.64,1740540
2026-09-01 10:00:00,NVDA,133.64,137.39,132.34,135.07,417457
2026-09-01 10:30:00,NVDA,135.07,138.70,134.95,136.44,163541
2026-09-01 11:00:00,NVDA,136.44,137.70,135.50,135.51,341493
2026-09-01 11:30:00,NVDA,135.51,137.65,134.63,136.80,319720
2026-09-01 12:00:00,NVDA,136.80,138.35,136.65,137.63,265018
2026-09-01 12:30:00,NVDA,137.63,139.09,135.96,138.83,432594
2026-09-01 13:00:00,NVDA,138.83,140.13,136.93,137.17,136359
2026-09-01 13:30:00,NVDA,137.17,138.09,134.11,134.36,271856
2026-09-01 14:00:00,NVDA,134.36,134.68,131.81,131.90,374553
2026-09-01 14:30:00,NVDA,131.90,133.77,130.82,132.55,368283
2026-09-01 15:00:00,NVDA,132.55,133.92,129.54,133.35,436724
