timestamp,symbol,open,high,low,close,volume
2026-08-31 09:30:00,AAPL,224.30,224.41,223.45,224.11,664947
2026-08-31 10:00:00,AAPL,224.11,225.89,222.05,222.89,281244
2026-08-31 10:30:00,AAPL,222.89,224.23,222.51,223.66,395631
2026-08-31 11:00:00,AAPL,223.66,224.69,222.97,224.59,195574
2026-08-31 11:30:00,AAPL,224.59,225.31,223.03,223.27,83407
2026-08-31 12:00:00,AAPL,223.27,223.91,222.60,223.36,192886
2026-08-31 12:30:00,AAPL,223.36,224.73,223.13,223.91,128625
2026-08-31 13:00:00,AAPL,223.91,224.52,222.62,223.03,102780
2026-08-31 13:30:00,AAPL,223.03,224.10,221.88,223.95,278461
2026-08-31 14:00:00,AAPL,223.95,225.35,222.60,224.98,269600
2026-08-31 14:30:00,AAPL,224.98,226.28,222.31,222.99,104025
2026-08-31 15:00:00,AAPL,222.99,224.36,220.00,221.82,132953
2026-08-31 15:30:00,AAPL,221.82,222.57,220.92,221.62,632554
2026-08-31 16:00:00,AAPL,221.62,223.06,220.92,222.31,599741
2026-09-01 09:30:00,AAPL,219.51,219.87,218.86,218.93,1245775
2026-09-01 10:00:00,AAPL,218.93,219.19,216.13,218.20,834004
2026-09-01 10:30:00,AAPL,218.20,219.26,218.16,218.46,96829
2026-09-01 11:00:00,AAPL,218.46,218.77,217.19,218.06,114701
2026-09-01 11:30:00,AAPL,218.06,220.99,217.49,218.86,423638
2026-09-01 12:00:00,AAPL,218.86,220.77,218.09,218.10,417039
2026-09-01 12:30:00,AAPL,218.10,218.28,217.13,217.15,217752
2026-09-01 13:00:00,AAPL,217.15,218.89,216.19,218.87,385939
2026-09-01 13:30:00,AAPL,218.87,219.25,217.08,218.17,127662
2026-09-01 14:00:00,AAPL,218.17,218.26,216.35,218.19,160132
2026-09-01 14:30:00,AAPL,218.19,219.36,216.33,216.62,280078
2026-09-01 15:00:00,AAPL,216.62,217.72,216.04,216.88,211813
2026-09-01 15:30:00,AAPL,216.88,219.79,215.43,219.46,813054
2026-09-01 16:00:00,AAPL,219.46,219.67,217.88,219.66,1163399
2026-09-02 09:30:00,AAPL,221.49,224.67,220.83,222.45,1002366
2026-09-02 10:00:00,AAPL,222.45,225.00,222.01,224.72,905674
2026-09-02 10:30:00,AAPL,224.72,225.13,223.43,224.73,399275
2026-09-02 11:00:00,AAPL,224.73,226.06,223.50,225.19,358058
2026-09-02 11:30:00,AAPL,225.19,229.21,224.56,228.08,336170
2026-09-02 12:00:00,AAPL,228.08,231.52,226.77,231.25,241225
2026-09-02 12:30:00,AAPL,231.25,231.30,228.78,229.49,377458
2026-09-02 13:00:00,AAPL,229.49,230.22,229.13,230.09,359291
2026-09-02 13:30:00,AAPL,230.09,230.23,229.59,230.18,329184
2026-09-02 14:00:00,AAPL,230.18,231.20,228.88,231.01,191043
2026-09-02 14:30:00,AAPL,231.01,232.48,230.03,230.73,441689
2026-09-02 15:00:00,AAPL,230.73,231.94,229.33,231.14,309690
2026-09-02 15:30:00,AAPL,231.14,232.00,230.50,231.13,509947
2026-09-02 16:00:00,AAPL,231.13,232.25,230.53,231.38,911829
2026-09-03 09:30:00,AAPL,230.65,232.93,230.31,232.86,515877
2026-09-03 10:00:00,AAPL,232.86,233.34,232.57,233.10,499565
2026-09-03 10:30:00,AAPL,233.10,234.21,231.34,232.86,379391
2026-09-03 11:00:00,AAPL,232.86,233.51,232.02,232.36,327974
2026-09-03 11:30:00,AAPL,232.36,233.32,231.51,232.73,302077
2026-09-03 12:00:00,AAPL,232.73,235.28,231.70,233.62,108401
2026-09-03 12:30:00,AAPL,233.62,236.12,230.99,231.80,257892
2026-09-03 13:00:00,AAPL,231.80,232.81,231.36,232.66,180448
2026-09-03 13:30:00,AAPL,232.66,234.26,231.96,233.27,210970
2026-09-03 14:00:00,AAPL,233.27,234.12,232.99,233.85,368528
2026-09-03 14:30:00,AAPL,233.85,236.39,233.69,235.56,128896
2026-09-03 15:00:00,AAPL,235.56,237.28,234.69,235.55,167194
2026-09-03 15:30:00,AAPL,235.55,236.18,232.85,234.25,422634
2026-09-03 16:00:00,AAPL,234.25,236.32,230.07,232.02,1006171
2026-09-04 09:30:00,AAPL,235.63,235.97,233.10,234.58,1615530
2026-09-04 10:00:00,AAPL,234.58,235.55,233.52,233.77,311324
2026-09-04 10:30:00,AAPL,233.77,235.81,233.18,234.73,244419
2026-09-04 11:00:00,AAPL,234.73,236.98,232.80,236.52,162540
2026-09-04 11:30:00,AAPL,236.52,237.63,236.11,236.52,177425
2026-09-04 12:00:00,AAPL,236.52,237.21,235.87,237.05,378673
2026-09-04 12:30:00,AAPL,237.05,237.08,234.66,235.99,404734
2026-09-04 13:00:00,AAPL,235.99,238.56,235.20,237.84,216716
2026-09-04 13:30:00,AAPL,237.84,238.29,235.87,237.39,205140
2026-09-04 14:00:00,AAPL,237.39,237.92,236.69,237.36,118033
2026-09-04 14:30:00,AAPL,237.36,238.75,236.08,236.16,375170
2026-09-04 15:00:00,AAPL,236.16,236.77,235.98,236.76,262981
2026-09-04 15:30:00,AAPL,236.76,239.40,235.37,237.89,637477
2026-09-04 16:00:00,AAPL,237.89,238.94,236.78,237.60,1559269
2026-09-07 09:30:00,AAPL,237.20,239.96,236.75,239.87,731628
2026-09-07 10:00:00,AAPL,239.87,242.13,237.76,241.94,830097
