timestamp,symbol,open,high,low,close,volume
2026-08-31 09:30:00,TSLA,242.62,244.02,240.83,241.21,740616
2026-08-31 10:00:00,TSLA,241.21,242.77,236.93,237.26,799249
2026-08-31 10:30:00,TSLA,237.26,240.72,236.08,238.85,156101
2026-08-31 11:00:00,TSLA,238.85,241.09,236.34,236.76,359425
2026-08-31 11:30:00,TSLA,236.76,238.73,236.43,237.74,246512
2026-08-31 12:00:00,TSLA,237.74,239.67,235.95,238.68,297076
2026-08-31 12:30:00,TSLA,238.68,240.94,238.25,239.21,413891
2026-08-31 13:00:00,TSLA,239.21,242.13,239.03,241.44,176860
2026-08-31 13:30:00,TSLA,241.44,247.53,239.07,240.08,403457
2026-08-31 14:00:00,TSLA,240.08,242.78,239.54,239.72,440383
2026-08-31 14:30:00,TSLA,239.72,242.78,239.58,241.93,329876
2026-08-31 15:00:00,TSLA,241.93,248.98,238.92,245.87,176456
2026-08-31 15:30:00,TSLA,245.87,248.29,243.87,246.79,394192
2026-08-31 16:00:00,TSLA,246.79,249.31,242.02,247.98,1015934
2026-09-01 09:30:00,TSLA,255.20,257.89,254.49,257.40,878997
2026-09-01 10:00:00,TSLA,257.40,262.12,253.47,255.54,710623
2026-09-01 10:30:00,TSLA,255.54,260.02,254.42,258.08,209385
2026-09-01 11:00:00,TSLA,258.08,264.86,256.36,261.31,398730
2026-09-01 11:30:00,TSLA,261.31,263.54,259.86,261.07,379858
2026-09-01 12:00:00,TSLA,261.07,267.62,259.52,265.26,449157
2026-09-01 12:30:00,TSLA,265.26,268.99,261.11,266.24,102238
2026-09-01 13:00:00,TSLA,266.24,269.43,265.02,268.16,361998
2026-09-01 13:30:00,TSLA,268.16,270.49,261.28,263.88,410641
2026-09-01 14:00:00,TSLA,263.88,265.34,262.17,262.52,310452
2026-09-01 14:30:00,TSLA,262.52,263.69,259.14,260.33,301491
2026-09-01 15:00:00,TSLA,260.33,261.74,252.33,257.18,441734
2026-09-01 15:30:00,TSLA,257.18,257.31,254.28,255.46,774977
2026-09-01 16:00:00,TSLA,255.46,258.40,249.94,252.44,1595898
2026-09-02 09:30:00,TSLA,256.01,259.89,255.58,258.54,1687981
2026-09-02 10:00:00,TSLA,258.54,267.03,257.81,264.06,589817
2026-09-02 10:30:00,TSLA,264.06,265.86,258.46,263.15,165980
2026-09-02 11:00:00,TSLA,263.15,264.31,260.98,262.87,270286
2026-09-02 11:30:00,TSLA,262.87,268.41,261.03,265.28,348260
2026-09-02 12:00:00,TSLA,265.28,266.17,263.18,263.84,169592
2026-09-02 12:30:00,TSLA,263.84,266.38,262.03,263.59,425783
2026-09-02 13:00:00,TSLA,263.59,265.97,261.16,264.92,106901
2026-09-02 13:30:00,TSLA,264.92,271.22,263.95,269.44,313967
2026-09-02 14:00:00,TSLA,269.44,270.88,264.17,268.98,81852
2026-09-02 14:30:00,TSLA,268.98,270.27,262.72,263.95,320460
2026-09-02 15:00:00,TSLA,263.95,263.99,259.03,260.13,338718
2026-09-02 15:30:00,TSLA,260.13,260.36,253.04,256.02,748820
2026-09-02 16:00:00,TSLA,256.02,256.71,252.56,252.76,1597858
2026-09-03 09:30:00,TSLA,252.54,255.60,251.17,251.81,837637
2026-09-03 10:00:00,TSLA,251.81,253.72,247.37,249.92,288504
2026-09-03 10:30:00,TSLA,249.92,250.91,247.30,250.46,253597
2026-09-03 11:00:00,TSLA,250.46,251.07,248.17,248.50,298605
2026-09-03 11:30:00,TSLA,248.50,250.44,247.81,250.39,446921
2026-09-03 12:00:00,TSLA,250.39,258.19,248.22,254.94,173018
2026-09-03 12:30:00,TSLA,254.94,260.97,254.56,260.17,236916
2026-09-03 13:00:00,TSLA,260.17,263.05,255.81,260.90,115476
2026-09-03 13:30:00,TSLA,260.90,265.69,258.54,261.29,143975
2026-09-03 14:00:00,TSLA,261.29,263.43,259.57,262.80,356327
2026-09-03 14:30:00,TSLA,262.80,263.61,260.72,260.92,379560
2026-09-03 15:00:00,TSLA,260.92,262.47,257.73,262.06,125964
2026-09-03 15:30:00,TSLA,262.06,262.42,251.10,257.13,551137
2026-09-03 16:00:00,TSLA,257.13,261.05,251.48,253.38,994546
2026-09-04 09:30:00,TSLA,237.21,237.88,234.87,235.73,1629929
2026-09-04 10:00:00,TSLA,235.73,235.81,227.35,231.02,889008
2026-09-04 10:30:00,TSLA,231.02,231.32,229.36,231.14,181478
2026-09-04 11:00:00,TSLA,231.14,231.82,230.43,231.82,188701
2026-09-04 11:30:00,TSLA,231.82,234.13,223.70,230.84,297076
2026-09-04 12:00:00,TSLA,230.84,233.98,230.36,233.45,415868
