timestamp,symbol,open,high,low,close,volume
2026-08-31 09:30:00,V,287.32,287.60,286.31,286.65,1499097
2026-08-31 10:00:00,V,286.65,288.59,285.60,288.14,800775
2026-08-31 10:30:00,V,288.14,288.16,283.54,285.41,204820
2026-08-31 11:00:00,V,285.41,286.32,283.02,283.68,284446
2026-08-31 11:30:00,V,283.68,286.47,282.29,285.96,301705
2026-08-31 12:00:00,V,285.96,286.56,285.80,286.14,294106
2026-08-31 12:30:00,V,286.14,287.23,284.94,287.20,337089
2026-08-31 13:00:00,V,287.20,287.49,284.44,285.30,328960
2026-08-31 13:30:00,V,285.30,287.36,283.19,286.41,155975
2026-08-31 14:00:00,V,286.41,287.50,285.05,285.13,397621
2026-08-31 14:30:00,V,285.13,286.57,284.63,284.95,108664
2026-08-31 15:00:00,V,284.95,286.42,284.11,284.18,242145
2026-08-31 15:30:00,V,284.18,286.76,283.11,285.86,377982
2026-08-31 16:00:00,V,285.86,286.00,284.89,285.00,1274129
2026-09-01 09:30:00,V,285.23,288.76,284.57,287.87,943796
2026-09-01 10:00:00,V,287.87,291.34,286.15,290.81,418010
2026-09-01 10:30:00,V,290.81,293.12,289.67,292.46,293012
2026-09-01 11:00:00,V,292.46,292.64,290.27,290.98,121992
2026-09-01 11:30:00,V,290.98,294.38,290.05,292.42,254442
2026-09-01 12:00:00,V,292.42,293.10,290.57,292.72,132636
2026-09-01 12:30:00,V,292.72,294.98,291.86,293.70,395682
2026-09-01 13:00:00,V,293.70,293.86,292.54,293.71,251320
2026-09-01 13:30:00,V,293.71,293.77,292.22,293.47,410383
2026-09-01 14:00:00,V,293.47,295.38,293.01,294.14,81612
2026-09-01 14:30:00,V,294.14,294.90,292.54,292.69,162744
2026-09-01 15:00:00,V,292.69,293.25,291.23,293.25,420357
2026-09-01 15:30:00,V,293.25,295.31,292.61,293.52,584914
2026-09-01 16:00:00,V,293.52,295.31,290.86,291.42,729990
2026-09-02 09:30:00,V,291.35,294.17,289.89,293.40,866628
2026-09-02 10:00:00,V,293.40,295.00,292.69,294.55,848097
2026-09-02 10:30:00,V,294.55,295.77,292.32,295.41,372830
2026-09-02 11:00:00,V,295.41,296.45,292.26,294.35,183948
2026-09-02 11:30:00,V,294.35,294.48,290.63,292.43,106100
2026-09-02 12:00:00,V,292.43,293.00,291.33,291.36,272896
2026-09-02 12:30:00,V,291.36,292.55,290.32,291.98,87400
2026-09-02 13:00:00,V,291.98,292.94,290.87,291.76,433165
2026-09-02 13:30:00,V,291.76,292.41,291.10,291.12,186506
2026-09-02 14:00:00,V,291.12,293.83,290.97,292.13,339086
2026-09-02 14:30:00,V,292.13,292.85,290.47,291.13,188321
2026-09-02 15:00:00,V,291.13,292.89,287.45,287.73,299325
2026-09-02 15:30:00,V,287.73,290.38,286.27,289.69,280170
