timestamp,symbol,open,high,low,close,volume
2026-08-31 09:30:00,GOOGL,181.75,182.63,181.52,182.61,581205
2026-08-31 10:00:00,GOOGL,182.61,185.80,181.91,184.47,812968
2026-08-31 10:30:00,GOOGL,184.47,185.61,183.84,184.92,336630
2026-08-31 11:00:00,GOOGL,184.92,186.38,184.71,185.20,392984
2026-08-31 11:30:00,GOOGL,185.20,185.74,183.73,184.32,320050
2026-08-31 12:00:00,GOOGL,184.32,186.23,183.29,185.09,235946
2026-08-31 12:30:00,GOOGL,185.09,187.08,184.75,186.53,205080
2026-08-31 13:00:00,GOOGL,186.53,186.71,185.14,185.64,443560
2026-08-31 13:30:00,GOOGL,185.64,187.08,184.73,186.43,301794
2026-08-31 14:00:00,GOOGL,186.43,186.90,184.46,185.56,443558
2026-08-31 14:30:00,GOOGL,185.56,188.99,185.32,188.03,231432
2026-08-31 15:00:00,GOOGL,188.03,189.19,187.46,188.72,316454
2026-08-31 15:30:00,GOOGL,188.72,189.89,186.03,186.96,454607
2026-08-31 16:00:00,GOOGL,186.96,187.83,184.57,186.58,1509980
2026-09-01 09:30:00,GOOGL,185.53,186.86,184.49,184.56,1380824
2026-09-01 10:00:00,GOOGL,184.56,184.58,182.71,184.10,556278
2026-09-01 10:30:00,GOOGL,184.10,185.12,183.98,184.53,231346
2026-09-01 11:00:00,GOOGL,184.53,186.03,184.46,185.22,368214
2026-09-01 11:30:00,GOOGL,185.22,186.32,183.14,183.21,220450
2026-09-01 12:00:00,GOOGL,183.21,185.14,182.17,183.60,101815
2026-09-01 12:30:00,GOOGL,183.60,185.34,182.70,185.28,194578
2026-09-01 13:00:00,GOOGL,185.28,185.91,184.60,185.88,236085
2026-09-01 13:30:00,GOOGL,185.88,186.03,184.00,184.15,217790
2026-09-01 14:00:00,GOOGL,184.15,185.41,180.44,182.91,204227
2026-09-01 14:30:00,GOOGL,182.91,184.71,181.59,184.37,441304
2026-09-01 15:00:00,GOOGL,184.37,185.44,182.95,183.29,152999
2026-09-01 15:30:00,GOOGL,183.29,183.62,181.30,182.79,312241
2026-09-01 16:00:00,GOOGL,182.79,183.23,181.09,181.50,1063699
2026-09-02 09:30:00,GOOGL,180.94,181.57,179.24,180.74,649701
2026-09-02 10:00:00,GOOGL,180.74,181.64,177.10,178.12,681589
2026-09-02 10:30:00,GOOGL,178.12,182.58,177.84,181.32,149568
2026-09-02 11:00:00,GOOGL,181.32,181.32,179.60,180.90,209789
2026-09-02 11:30:00,GOOGL,180.90,182.29,179.82,181.06,220885
2026-09-02 12:00:00,GOOGL,181.06,181.76,180.49,181.20,119592
2026-09-02 12:30:00,GOOGL,181.20,182.46,178.80,179.62,225870
2026-09-02 13:00:00,GOOGL,179.62,181.00,178.05,180.43,318391
